"","Left_Right_Wing","BirthYear","Income","Religiousity","Education","Country","Location","Gender","Occupation","Marital_Status","Age"
"49833",8,1947,4,3,4,"Sweden",4,2,410,1,69
"49253",5,1963,3,3,4,"Austria",1,2,512,1,53
"50273",8,1961,5,2,6,"Sweden",4,2,320,1,55
"46712",5,1964,4,3,4,"Austria",1,1,411,1,52
"50324",4,1945,3,2,4,"Sweden",4,2,410,2,71
"46858",5,1967,4,1,8,"Austria",4,2,411,3,49
"47258",5,1981,1,3,4,"Austria",3,1,523,4,35
"45264",4,1985,4,3,2,"Austria",1,1,621,4,31
"45955",5,1984,5,4,4,"Austria",1,1,513,1,32
"41957",2,1959,5,2,4,"Austria",3,1,241,1,57
"40514",7,1980,2,2,4,"Austria",2,1,723,1,36
"49682",2,1959,2,2,4,"Sweden",3,1,410,4,57
"49124",6,1978,2,3,8,"Austria",1,2,334,4,38
"46936",4,1983,3,3,5,"Austria",2,1,741,1,33
"48044",3,1958,5,4,5,"Austria",3,1,334,1,58
"39693",2,1962,3,3,4,"Austria",2,2,522,3,54
"44177",3,1967,5,3,6,"Austria",3,2,235,1,49
"47628",4,1977,2,2,4,"Austria",1,2,931,4,39
"41285",5,1958,3,2,4,"Austria",1,2,222,2,58
"50502",8,1978,3,2,7,"Sweden",1,2,340,1,38
"41365",4,1995,2,2,4,"Austria",2,1,723,4,21
"40466",5,1957,3,4,4,"Austria",1,1,541,1,59
"43279",4,1962,4,4,4,"Austria",1,2,532,1,54
"49704",6,1965,4,1,6,"Sweden",4,2,340,4,51
"42679",5,1974,3,3,5,"Austria",2,1,143,1,42
"40498",4,1962,4,3,4,"Austria",1,2,325,1,54
"40409",5,1966,5,2,8,"Austria",4,1,112,1,50
"413511",5,1988,3,3,4,"Austria",3,2,721,1,28
"437511",3,1962,2,4,4,"Austria",2,2,322,3,54
"41584",5,1970,2,2,4,"Austria",4,1,752,4,46
"48336",5,1980,2,2,3,"Austria",2,1,723,4,36
"50202",2,1946,3,2,2,"Sweden",2,2,910,1,70
"43398",5,1965,4,3,3,"Austria",1,1,141,1,51
"47647",1,1957,4,1,8,"Austria",3,2,325,3,59
"40198",5,1984,5,3,5,"Austria",1,2,411,4,32
"44876",4,1977,2,3,5,"Austria",2,2,532,4,39
"410910",5,1983,4,3,4,"Austria",4,1,432,1,33
"40224",5,1994,5,2,5,"Austria",1,1,31,4,22
"47089",1,1985,1,1,8,"Austria",3,1,334,4,31
"48565",5,1989,2,3,4,"Austria",1,1,722,1,27
"42529",5,1972,2,2,4,"Austria",1,2,411,1,44
"46045",8,1949,5,4,3,"Austria",2,2,515,1,67
"40059",4,1983,2,3,8,"Austria",1,2,226,4,33
"42608",6,1963,4,2,5,"Austria",2,1,251,1,53
"41567",3,1969,5,3,4,"Austria",1,1,532,1,47
"47466",7,1974,2,2,5,"Austria",2,1,513,4,42
"43306",2,1956,5,3,5,"Austria",1,1,132,1,60
"47338",3,1981,3,3,4,"Austria",3,2,243,4,35
"49105",5,1973,1,3,3,"Austria",1,2,142,1,43
"47186",3,1969,5,1,5,"Austria",1,1,818,1,47
"43067",4,1972,2,3,5,"Austria",1,2,411,3,44
"50044",7,1961,4,1,6,"Sweden",3,2,320,1,55
"45286",5,1979,2,3,4,"Austria",1,2,522,3,37
"46437",5,1965,3,4,5,"Austria",1,2,412,1,51
"395816",8,1972,2,2,4,"Austria",2,1,334,4,44
"50234",3,1945,4,2,4,"Sweden",2,1,710,1,71
"49342",4,1957,5,3,4,"Austria",2,1,541,1,59
"42278",5,1986,5,3,4,"Austria",1,1,541,1,30
"45016",3,1968,4,3,4,"Austria",2,2,234,1,48
"42088",3,1973,3,4,6,"Austria",2,2,235,1,43
"40107",1,1986,5,1,4,"Austria",1,2,541,4,30
"41226",0,1941,2,1,8,"Austria",1,2,524,1,75
"45567",5,1973,2,2,4,"Austria",2,1,933,4,43
"49673",1,1961,4,2,4,"Sweden",3,1,410,1,55
"49044",5,1967,4,3,4,"Austria",4,2,242,1,49
"49173",5,1965,2,3,6,"Austria",2,2,265,3,51
"42784",2,1982,1,2,8,"Austria",4,1,235,4,34
"48578",7,1970,2,2,3,"Austria",2,1,723,4,46
"49775",6,1977,2,1,7,"Sweden",4,1,120,4,39
"47596",5,1956,4,3,4,"Austria",1,1,821,1,60
"49666",5,1971,4,2,4,"Sweden",4,1,310,1,45
"50244",3,1974,5,2,4,"Sweden",1,2,310,1,42
"45116",6,1960,4,3,4,"Austria",1,2,911,1,56
"41859",5,1980,3,2,3,"Austria",1,1,721,4,36
"49293",5,1980,1,3,4,"Austria",3,1,522,4,36
"41648",5,1975,3,2,8,"Austria",3,1,233,3,41
"40536",5,1960,2,3,4,"Austria",1,2,516,1,56
"46486",5,1991,2,3,4,"Austria",1,1,834,4,25
"39996",4,1976,4,2,8,"Austria",2,1,241,4,40
"42844",2,1955,4,3,4,"Austria",2,1,314,1,61
"43356",4,1969,3,3,5,"Austria",2,2,234,1,47
"50293",7,1963,3,1,4,"Sweden",3,1,520,1,53
"41739",0,1962,3,3,4,"Austria",2,1,311,1,54
"43055",3,1964,5,2,5,"Austria",2,1,134,1,52
"47728",5,1959,3,3,4,"Austria",1,2,411,1,57
"42958",6,1969,3,3,4,"Austria",1,1,722,1,47
"47145",5,1958,5,3,3,"Austria",3,2,333,1,58
"47227",1,1985,3,3,3,"Austria",1,1,821,1,31
"441911",5,1973,3,3,4,"Austria",1,1,314,1,43
"42217",1,1986,2,3,4,"Austria",3,2,411,4,30
"49446",5,1990,2,3,4,"Austria",1,1,834,4,26
"50065",2,1951,3,1,8,"Sweden",4,1,240,4,65
"41425",4,1984,4,3,5,"Austria",1,1,242,1,32
"50416",7,1944,4,2,3,"Sweden",3,2,340,1,72
"47288",5,1984,3,3,3,"Austria",1,1,314,4,32
"45259",3,1984,3,3,3,"Austria",1,1,818,3,32
"48684",3,1966,3,2,7,"Austria",1,2,532,1,50
"43376",5,1994,5,1,4,"Austria",2,1,512,4,22
"47243",4,1977,4,3,5,"Austria",1,2,234,1,39
"43686",2,1972,5,1,6,"Austria",2,1,112,4,44
"42045",8,1985,1,4,4,"Austria",2,2,524,4,31
"44457",5,1958,5,3,4,"Austria",2,2,332,1,58
"41446",5,1987,4,3,4,"Austria",3,1,522,1,29
"49743",4,1945,5,3,8,"Sweden",4,1,120,1,71
"40646",4,1955,5,1,8,"Austria",3,1,112,1,61
"41747",4,1954,3,3,5,"Austria",1,1,411,3,62
"49467",6,1995,3,3,4,"Austria",1,1,441,4,21
"40187",3,1965,5,4,8,"Austria",2,1,213,1,51
"39935",1,1964,5,1,5,"Austria",1,1,411,3,52
"40126",2,1961,5,1,4,"Austria",2,1,243,1,55
"44706",6,1951,2,4,3,"Austria",1,1,732,3,65
"50461",7,1970,4,2,4,"Sweden",1,1,310,1,46
"48292",0,1981,2,2,4,"Austria",1,1,411,4,35
"44328",5,1961,2,1,9,"Austria",2,1,241,4,55
"44857",3,1967,3,3,5,"Austria",2,1,241,3,49
"48693",5,1947,3,2,3,"Austria",2,1,411,1,69
"44033",5,1963,2,4,3,"Austria",3,2,911,3,53
"48783",4,1988,3,2,4,"Austria",1,1,721,4,28
"45225",1,1970,3,3,4,"Austria",1,2,411,1,46
"46907",3,1983,1,3,4,"Austria",1,1,522,4,33
"48837",4,1983,3,3,3,"Austria",4,2,411,1,33
"41309",5,1985,2,3,7,"Austria",3,1,252,4,31
"41846",5,1969,4,4,8,"Austria",1,1,264,1,47
"39621",5,1955,2,3,6,"Austria",1,1,235,1,61
"40245",4,1983,3,1,7,"Austria",3,2,243,4,33
"45464",5,1960,3,2,5,"Austria",2,1,754,1,56
"49514",3,1956,2,1,6,"Austria",4,1,252,3,60
"40627",8,1958,5,3,5,"Austria",3,2,243,1,58
"39823",5,1957,5,2,4,"Austria",2,1,133,1,59
"47424",5,1984,5,3,5,"Austria",1,1,332,1,32
"48616",3,1970,4,1,5,"Austria",1,2,342,1,46
"48995",3,1980,3,3,4,"Austria",1,1,241,4,36
"42246",9,1954,1,3,4,"Austria",2,2,511,4,62
"49544",5,1940,5,2,5,"Sweden",1,2,340,1,76
"46837",0,1973,1,1,4,"Austria",2,2,412,4,43
"39966",5,1961,5,3,4,"Austria",1,1,332,1,55
"49146",6,1964,2,3,4,"Austria",2,2,513,1,52
"42776",5,1966,3,3,4,"Austria",1,1,933,1,50
"40415",4,1952,5,2,8,"Austria",3,1,242,1,64
"46916",5,1974,1,3,3,"Austria",1,1,112,1,42
"49063",5,1983,3,3,3,"Austria",3,1,411,4,33
"42178",9,1964,5,3,8,"Austria",3,2,241,1,52
"41339",4,1991,1,2,7,"Austria",3,2,522,4,25
"49114",4,1975,4,2,6,"Austria",2,2,332,1,41
"47816",5,1996,2,2,3,"Austria",2,1,721,4,20
"463810",2,1964,1,1,4,"Austria",1,2,411,4,52
"42264",5,1979,4,3,4,"Austria",1,2,524,1,37
"43795",5,1977,5,3,5,"Austria",1,2,235,1,39
"49652",1,1938,1,1,6,"Sweden",3,2,230,4,78
"46536",4,1965,4,3,4,"Austria",2,2,524,1,51
"46594",3,1964,5,3,6,"Austria",1,1,411,1,52
"42857",6,1962,5,2,6,"Austria",1,1,332,3,54
"47746",5,1964,5,3,8,"Austria",3,1,265,1,52
"44798",3,1965,3,1,8,"Austria",2,1,216,4,51
"50104",4,1985,1,1,6,"Sweden",4,2,410,1,31
"43114",6,1965,5,3,8,"Austria",2,1,235,1,51
"42698",0,1961,3,3,4,"Austria",1,1,522,1,55
"41318",2,1994,4,3,4,"Austria",1,2,411,1,22
"42118",7,1967,5,4,8,"Austria",1,1,233,3,49
"44747",5,1994,5,3,4,"Austria",2,2,412,4,22
"42375",7,1992,5,4,4,"Austria",1,1,834,4,24
"48191",5,1995,2,2,3,"Austria",1,1,232,4,21
"40855",0,1974,5,3,5,"Austria",3,2,334,1,42
"43266",7,1966,3,3,4,"Austria",1,1,713,1,50
"49965",8,1952,3,1,4,"Sweden",3,1,520,1,64
"49302",4,1958,5,3,4,"Austria",3,1,541,1,58
"48091",5,1970,4,3,5,"Austria",3,2,421,1,46
"48605",5,1995,1,4,2,"Austria",1,1,741,4,21
"42127",8,1970,3,3,8,"Austria",3,2,264,3,46
"44726",2,1970,4,3,4,"Austria",1,2,241,1,46
"44547",0,1975,3,3,7,"Austria",2,2,226,1,41
"45366",5,1979,3,3,4,"Austria",2,1,522,1,37
"40847",2,1989,5,2,8,"Austria",2,2,341,4,27
"44945",5,1964,4,2,4,"Austria",2,2,523,1,52
"4886",6,1980,1,3,3,"Austria",1,1,342,1,36
"44715",2,1977,4,3,9,"Austria",2,2,223,1,39
"41549",5,1988,4,3,4,"Austria",4,2,325,4,28
"46927",3,1967,5,3,3,"Austria",1,2,524,1,49
"50133",3,1944,2,1,6,"Sweden",2,1,240,4,72
"41366",4,1995,2,2,4,"Austria",2,1,723,4,21
"463310",3,1968,1,4,4,"Austria",1,1,263,4,48
"42225",5,1971,4,2,4,"Austria",3,1,723,1,45
"46964",6,1965,4,3,8,"Austria",1,2,833,1,51
"47414",7,1990,5,2,4,"Austria",2,2,516,4,26
"39765",3,1988,4,3,7,"Austria",2,2,226,4,28
"43338",8,1982,3,3,4,"Austria",1,1,834,1,34
"46937",4,1983,3,3,5,"Austria",2,1,741,1,33
"43566",0,1975,2,3,4,"Austria",1,2,412,3,41
"42609",6,1963,4,2,5,"Austria",2,1,251,1,53
"47339",3,1981,3,3,4,"Austria",3,2,243,4,35
"425210",5,1972,2,2,4,"Austria",1,2,411,1,44
"44799",3,1965,3,1,8,"Austria",2,1,216,4,51
"43648",6,1989,4,3,4,"Austria",4,1,332,1,27
"39997",4,1976,4,2,8,"Austria",2,1,241,4,40
"46874",5,1960,4,2,4,"Austria",2,2,512,1,56
"409911",5,1964,5,3,4,"Austria",1,2,141,1,52
"39725",5,1962,5,3,8,"Austria",4,1,333,1,54
"41505",4,1969,5,4,4,"Austria",3,2,411,1,47
"47146",5,1958,5,3,3,"Austria",3,2,333,1,58
"46609",7,1955,4,3,4,"Austria",3,2,322,1,61
"44777",7,1956,5,4,4,"Austria",3,1,112,1,60
"44105",3,1980,5,2,4,"Austria",1,1,121,1,36
"47244",4,1977,4,3,5,"Austria",1,2,234,1,39
"44178",3,1967,5,3,6,"Austria",3,2,235,1,49
"44788",5,1969,5,3,9,"Austria",2,1,741,1,47
"43056",3,1964,5,2,5,"Austria",2,1,134,1,52
"47793",5,1990,2,3,4,"Austria",1,1,741,1,26
"41215",1,1985,3,4,3,"Austria",4,1,532,1,31
"40145",4,1935,3,1,6,"Austria",4,2,234,3,81
"46896",5,1974,1,4,4,"Austria",2,2,611,1,42
"46465",5,1963,2,1,4,"Austria",2,2,911,3,53
"44458",5,1958,5,3,4,"Austria",2,2,332,1,58
"45265",4,1985,4,3,2,"Austria",1,1,621,4,31
"39665",4,1953,2,4,4,"Austria",2,1,515,1,63
"42279",5,1986,5,3,4,"Austria",1,1,541,1,30
"44858",3,1967,3,3,5,"Austria",2,1,241,3,49
"40515",7,1980,2,2,4,"Austria",2,1,723,1,36
"41319",2,1994,4,3,4,"Austria",1,2,411,1,22
"40606",6,1989,2,2,4,"Austria",2,1,752,4,27
"40108",1,1986,5,1,4,"Austria",1,2,541,4,30
"41839",5,1958,2,2,4,"Austria",3,2,522,2,58
"41807",2,1956,3,3,4,"Austria",3,2,411,1,60
"415410",5,1988,4,3,4,"Austria",4,2,325,4,28
"40127",2,1961,5,1,4,"Austria",2,1,243,1,55
"40067",2,1961,4,2,3,"Austria",1,1,731,1,55
"40537",5,1960,2,3,4,"Austria",1,2,516,1,56
"42089",3,1973,3,4,6,"Austria",2,2,235,1,43
"40848",2,1989,5,2,8,"Austria",2,2,341,4,27
"45287",5,1979,2,3,4,"Austria",1,2,522,3,37
"47499",6,1985,4,2,8,"Austria",2,1,134,1,31
"418510",5,1980,3,2,3,"Austria",1,1,721,4,36
"47687",6,1981,1,3,3,"Austria",1,2,265,1,35
"47629",4,1977,2,2,4,"Austria",1,2,931,4,39
"426710",5,1974,3,3,5,"Austria",2,1,143,1,42
"40354",5,1962,2,3,8,"Austria",4,2,235,4,54
"40007",5,1961,4,4,4,"Austria",2,2,411,1,55
"47259",5,1981,1,3,4,"Austria",3,1,523,4,35
"46595",3,1964,5,3,6,"Austria",1,1,411,1,52
"41426",4,1984,4,3,5,"Austria",1,1,242,1,32
"43357",4,1969,3,3,5,"Austria",2,2,234,1,47
"39904",5,1961,1,3,4,"Austria",2,1,711,1,55
"41438",2,1970,2,2,5,"Austria",3,1,411,4,46
"40655",3,1951,5,1,5,"Austria",3,1,251,1,65
"44707",6,1951,2,4,3,"Austria",1,1,732,3,65
"41748",4,1954,3,3,5,"Austria",1,1,411,3,62
"44479",5,1988,2,2,4,"Austria",2,1,741,4,28
"45916",5,1956,1,3,4,"Austria",1,1,524,1,60
"463811",2,1964,1,1,4,"Austria",1,2,411,4,52
"41649",5,1975,3,2,8,"Austria",3,1,233,3,41
"436910",6,1978,5,3,8,"Austria",4,1,252,1,38
"42785",2,1982,1,2,8,"Austria",4,1,235,4,34
"43377",5,1994,5,1,4,"Austria",2,1,512,4,22
"395817",8,1972,2,2,4,"Austria",2,1,334,4,44
"46838",0,1973,1,1,4,"Austria",2,2,412,4,43
"40246",4,1983,3,1,7,"Austria",3,2,243,4,33
"46908",3,1983,1,3,4,"Austria",1,1,522,4,33
"42567",5,1971,4,3,5,"Austria",2,2,235,1,45
"41127",5,1981,2,2,3,"Austria",2,1,713,4,35
"39925",4,1983,3,2,4,"Austria",3,2,523,4,33
"40416",4,1952,5,2,8,"Austria",3,1,242,1,64
"42808",5,1957,2,3,4,"Austria",1,1,821,1,59
"46126",3,1986,3,3,5,"Austria",2,2,235,4,30
"43657",5,1978,3,2,6,"Austria",1,1,11,1,38
"39876",10,1975,3,3,4,"Austria",1,2,531,1,41
"41447",5,1987,4,3,4,"Austria",3,1,522,1,29
"45025",0,1965,4,2,6,"Austria",1,2,222,1,51
"470810",1,1985,1,1,8,"Austria",3,1,334,4,31
"441912",5,1973,3,3,4,"Austria",1,1,314,1,43
"40086",6,1966,5,3,4,"Austria",2,1,313,1,50
"39967",5,1961,5,3,4,"Austria",1,1,332,1,55
"47729",5,1959,3,3,4,"Austria",1,2,411,1,57
"40966",7,1992,1,2,5,"Austria",4,2,411,1,24
"42508",4,1970,3,3,8,"Austria",2,2,222,1,46
"46007",6,1966,4,3,5,"Austria",1,2,243,4,50
"47616",3,1972,4,2,8,"Austria",4,2,233,1,44
"432710",4,1962,4,4,4,"Austria",1,2,532,1,54
"39815",5,1975,5,3,4,"Austria",4,1,723,1,41
"45217",5,1963,3,2,4,"Austria",1,1,751,1,53
"41626",4,1977,4,3,4,"Austria",1,1,754,1,39
"42046",8,1985,1,4,4,"Austria",2,2,524,4,31
"44815",7,1962,4,3,5,"Austria",1,1,611,1,54
"41538",3,1970,5,1,4,"Austria",3,1,515,1,46
"45818",1,1971,3,3,4,"Austria",1,1,552,1,45
"47735",6,1969,4,1,5,"Austria",3,1,111,1,47
"452510",3,1984,3,3,3,"Austria",1,1,818,3,32
"45756",5,1959,2,1,4,"Austria",1,1,731,1,57
"41958",2,1959,5,2,4,"Austria",3,1,241,1,57
"45398",6,1971,3,3,4,"Austria",2,1,252,4,45
"44946",5,1964,4,2,4,"Austria",2,2,523,1,52
"45079",4,1959,3,3,6,"Austria",2,2,513,3,57
"40475",4,1989,4,2,8,"Austria",4,1,214,4,27
"39713",2,1975,2,3,4,"Austria",2,1,314,3,41
"43687",2,1972,5,1,6,"Austria",2,1,112,4,44
"42376",7,1992,5,4,4,"Austria",1,1,834,4,24
"39936",1,1964,5,1,5,"Austria",1,1,411,3,52
"41568",3,1969,5,3,4,"Austria",1,1,532,1,47
"47648",1,1957,4,1,8,"Austria",3,2,325,3,59
"41665",5,1960,5,4,6,"Austria",1,2,226,1,56
"44877",4,1977,2,3,5,"Austria",2,2,532,4,39
"41918",10,1979,3,4,8,"Austria",1,1,112,4,37
"40467",5,1957,3,4,4,"Austria",1,1,541,1,59
"404010",5,1966,5,2,8,"Austria",4,1,112,1,50
"44809",5,1966,5,3,5,"Austria",1,1,541,1,50
"40628",8,1958,5,3,5,"Austria",3,2,243,1,58
"47187",3,1969,5,1,5,"Austria",1,1,818,1,47
"43979",2,1970,5,2,8,"Austria",1,2,235,1,46
"39784",5,1964,5,3,5,"Austria",4,2,264,3,52
"46095",5,1983,3,3,3,"Austria",2,1,311,4,33
"41927",3,1962,3,2,8,"Austria",4,1,325,1,54
"44748",5,1994,5,3,4,"Austria",2,2,412,4,22
"45746",5,1967,4,2,8,"Austria",1,2,112,1,49
"45647",6,1959,4,3,8,"Austria",4,1,111,1,57
"41976",5,1952,3,3,2,"Austria",3,1,541,1,64
"41227",0,1941,2,1,8,"Austria",1,2,524,1,75
"43778",5,1979,5,2,5,"Austria",3,2,134,1,37
"42265",5,1979,4,3,4,"Austria",1,2,524,1,37
"42128",8,1970,3,3,8,"Austria",3,2,264,3,46
"42999",5,1977,5,1,8,"Austria",1,1,216,1,39
"40777",5,1958,5,3,8,"Austria",1,2,112,1,58
"40225",5,1994,5,2,5,"Austria",1,1,31,4,22
"47425",5,1984,5,3,5,"Austria",1,1,332,1,32
"39595",5,1961,5,2,4,"Austria",1,1,814,1,55
"45117",6,1960,4,3,4,"Austria",1,2,911,1,56
"42179",9,1964,5,3,8,"Austria",3,2,241,1,52
"40035",2,1991,3,3,7,"Austria",4,2,522,1,25
"400510",4,1983,2,3,8,"Austria",1,2,226,4,33
"47289",5,1984,3,3,3,"Austria",1,1,314,4,32
"46115",8,1954,2,3,4,"Austria",1,1,722,1,62
"43267",7,1966,3,3,4,"Austria",1,1,713,1,50
"46615",4,1958,1,4,4,"Austria",1,2,441,1,58
"40856",0,1974,5,3,5,"Austria",3,2,334,1,42
"47982",4,1959,5,2,8,"Austria",4,2,112,1,57
"45276",3,1957,5,3,9,"Austria",4,2,264,1,59
"43605",0,1968,3,3,4,"Austria",3,1,713,4,48
"43669",5,1962,5,3,5,"Austria",2,1,311,1,54
"41116",3,1957,5,2,6,"Austria",1,2,235,1,59
"39975",2,1956,5,1,8,"Austria",2,2,263,4,60
"46917",5,1974,1,3,3,"Austria",1,1,112,1,42
"42438",7,1991,3,3,3,"Austria",1,1,933,4,25
"44716",2,1977,4,3,9,"Austria",2,2,223,1,39
"40199",5,1984,5,3,5,"Austria",1,2,411,4,32
"46525",5,1957,3,4,8,"Austria",1,1,235,3,59
"43068",4,1972,2,3,5,"Austria",1,2,411,3,44
"42247",9,1954,1,3,4,"Austria",2,2,511,4,62
"40736",3,1975,4,3,8,"Austria",1,2,421,1,41
"41392",2,1965,5,2,8,"Austria",3,2,241,1,51
"39955",4,1973,5,2,8,"Austria",3,1,243,4,43
"45568",5,1973,2,2,4,"Austria",2,1,933,4,43
"46438",5,1965,3,4,5,"Austria",1,2,412,1,51
"41088",5,1996,1,4,2,"Austria",1,1,722,4,20
"39865",5,1963,1,2,4,"Austria",2,2,911,1,53
"41608",5,1995,2,2,3,"Austria",3,1,512,4,21
"45465",5,1960,3,2,5,"Austria",2,1,754,1,56
"410911",5,1983,4,3,4,"Austria",4,1,432,1,33
"42646",7,1962,2,3,4,"Austria",1,2,522,4,54
"47156",5,1982,4,2,5,"Austria",3,2,524,1,34
"44026",3,1969,4,3,8,"Austria",4,1,216,1,47
"47467",7,1974,2,2,5,"Austria",2,1,513,4,42
"43796",5,1977,5,3,5,"Austria",1,2,235,1,39
"48006",7,1986,2,3,4,"Austria",1,1,322,4,30
"45437",5,1974,4,3,6,"Austria",1,2,412,1,42
"43307",2,1956,5,3,5,"Austria",1,1,132,1,60
"42845",2,1955,4,3,4,"Austria",2,1,314,1,61
"46673",4,1994,4,4,4,"Austria",1,1,441,1,22
"40239",2,1983,2,2,8,"Austria",4,2,325,1,33
"42119",7,1967,5,4,8,"Austria",1,1,233,3,49
"44118",8,1965,5,1,8,"Austria",1,1,134,1,51
"45956",5,1984,5,4,4,"Austria",1,1,513,1,32
"413310",4,1991,1,2,7,"Austria",3,2,522,4,25
"41585",5,1970,2,2,4,"Austria",4,1,752,4,46
"46487",5,1991,2,3,4,"Austria",1,1,834,4,25
"46987",5,1980,5,3,4,"Austria",1,1,611,4,36
"40499",4,1962,4,3,4,"Austria",1,2,325,1,54
"413010",5,1985,2,3,7,"Austria",3,1,252,4,31
"41847",5,1969,4,4,8,"Austria",1,1,264,1,47
"46713",5,1964,4,3,4,"Austria",1,1,411,1,52
"46046",8,1949,5,4,3,"Austria",2,2,515,1,67
